2.314010847758860845e-01,5.486476233392564850e-02,0.000000000000000000e+00,2.269087886655679343e-01,3.276322420643325573e-01,1.591931221602876645e-01
1.695187534733092194e-01,0.000000000000000000e+00,3.527621661777870232e-02,2.631849805785731466e-01,2.632450998431617450e-01,2.687749494871772282e-01
1.422751096125628723e-01,0.000000000000000000e+00,1.784103438551373211e-01,2.260722649148004249e-01,3.233047476432497347e-01,1.299375339742496194e-01
1.883171154780182432e-01,0.000000000000000000e+00,1.302250554536673044e-01,2.298856249154165310e-01,2.662242687916991923e-01,1.853479353611987568e-01
2.728937314470367137e-01,1.315132123453358615e-01,0.000000000000000000e+00,2.252002209269000910e-01,2.649279011811065954e-01,1.054649340996207246e-01
1.980540059042191769e-01,0.000000000000000000e+00,1.049169469362584012e-01,2.377104876976400272e-01,2.003665869159305390e-01,2.589519725459518695e-01
1.519044383147304667e-01,1.181376233599066711e-01,1.373996587530623981e-01,2.088104412631409945e-01,3.837478383091593725e-01,0.000000000000000000e+00
2.132419142726331984e-01,9.811709691481661222e-02,0.000000000000000000e+00,2.094996206592132093e-01,2.655151842194232725e-01,2.136261839339136381e-01
1.263891549549338023e-01,0.000000000000000000e+00,1.993943496506723478e-01,2.257612875534487917e-01,2.874612529474704359e-01,1.609939548934745945e-01
2.183150662139375364e-01,6.804998384436615477e-02,1.433198624158513734e-01,2.257741736247160513e-01,3.445409139011288424e-01,0.000000000000000000e+00
2.361251664464889544e-01,7.722810552762221503e-02,0.000000000000000000e+00,1.899263262020201293e-01,2.680612927726949701e-01,2.286591090511737590e-01
2.129730910799932375e-01,0.000000000000000000e+00,1.025020652264465731e-01,2.280402489542815991e-01,2.536407785892880185e-01,2.028438161499905579e-01
2.663513355818482586e-01,2.085517121704565796e-02,0.000000000000000000e+00,1.986826271127124510e-01,2.702936883912498978e-01,2.438171776971436722e-01
1.913818812631731814e-01,0.000000000000000000e+00,2.766690321028528535e-02,2.474449884779553188e-01,2.079782026820717611e-01,3.255280243665145123e-01
2.165360124891367588e-01,0.000000000000000000e+00,1.204647854088731901e-01,1.790315699338313471e-01,2.236565199447892449e-01,2.603111122233695007e-01
2.441577348092207889e-01,0.000000000000000000e+00,5.086816114945813538e-02,1.970939634918845995e-01,2.600127482552000990e-01,2.478673922942364050e-01
1.917328754890638975e-01,0.000000000000000000e+00,1.415081211619225177e-01,1.970459766116777478e-01,2.245021273614268564e-01,2.452108993759090361e-01
2.432095875891670533e-01,3.063280642747514323e-03,1.198122241347397837e-01,3.172108059070412600e-01,3.167041017263043101e-01,0.000000000000000000e+00
2.466979573272406190e-01,5.084765021909633254e-02,0.000000000000000000e+00,1.908889645499702026e-01,4.137699763102759554e-01,9.779545159341689053e-02
1.693708074413003417e-01,1.504208927622712466e-01,0.000000000000000000e+00,1.951020089690438664e-01,3.053265809788399676e-01,1.797797098485446332e-01
1.769795154308792806e-01,0.000000000000000000e+00,1.074438694242242226e-01,2.474279669740745424e-01,2.912095715354139358e-01,1.769390766354079214e-01
2.050357777024046091e-01,0.000000000000000000e+00,8.356643540426504646e-02,2.586196234892682022e-01,4.488282852705565706e-01,3.949878133505622772e-03
2.561086497797510075e-01,3.492608272423308041e-02,1.659314514275454233e-01,2.271841131352219378e-01,3.158497029332484884e-01,0.000000000000000000e+00
1.556217170035381347e-01,0.000000000000000000e+00,6.228694373240872134e-02,1.972581544916730267e-01,2.969601655435914478e-01,2.878730192287886624e-01
1.790840607164627118e-01,3.583502288108144501e-02,1.829667575310829630e-01,2.542378215675669684e-01,3.478763373038057938e-01,0.000000000000000000e+00
2.854444770100048046e-01,1.054043293132954917e-01,1.303682284608439768e-01,2.495103473958748264e-01,2.292726178199809561e-01,0.000000000000000000e+00
2.150546506458911600e-01,7.313044522510266099e-02,0.000000000000000000e+00,2.437002043026669784e-01,2.565813008830107322e-01,2.115333989433284823e-01
1.771639452262275261e-01,1.298383438133852430e-01,1.830228944766619792e-01,2.250089960163328962e-01,2.849658204673922168e-01,0.000000000000000000e+00
2.559117377032749663e-01,0.000000000000000000e+00,5.948659797480548156e-02,1.672628658908279220e-01,2.526470173359297577e-01,2.646917810951618377e-01
1.632777441039886535e-01,8.555256381239582930e-02,0.000000000000000000e+00,2.489508517139303045e-01,1.987320970326177938e-01,3.034867433370674883e-01
1.903489888876258029e-01,0.000000000000000000e+00,1.345762123730734061e-01,2.240267346484201283e-01,2.467979248436809048e-01,2.042501392471996469e-01
2.550104334674153650e-01,0.000000000000000000e+00,4.251352260443815728e-02,2.192532036941121087e-01,2.201212318404870139e-01,2.631016083935474592e-01
2.762986228501273511e-01,9.019692627462394530e-02,0.000000000000000000e+00,1.852240690571346216e-01,2.210576496094872334e-01,2.272227322086267098e-01
2.087690682929135844e-01,0.000000000000000000e+00,1.082371857872988785e-01,2.220080146081520878e-01,2.821022148977346267e-01,1.788835164139008227e-01
2.304489768372315894e-01,0.000000000000000000e+00,9.023253268175759900e-02,2.076322500792777970e-01,2.773961209733491473e-01,1.942901194283838950e-01
1.932931751107952456e-01,0.000000000000000000e+00,8.886829474739638135e-02,2.284722561668160457e-01,2.228236892586580031e-01,2.665425847163344075e-01
2.538480208185582843e-01,1.964453837237827710e-02,0.000000000000000000e+00,2.778199215174463332e-01,3.612891502605857785e-01,8.739836903103141708e-02
1.900221898935312015e-01,1.555857105781600046e-02,0.000000000000000000e+00,2.159726797830963663e-01,3.723246276285325784e-01,2.061219316370238031e-01
1.315985877119471570e-01,9.808642384007809634e-02,2.175708146179660962e-01,2.397792107714184773e-01,3.129649630585901732e-01,0.000000000000000000e+00
1.459474763153330579e-01,0.000000000000000000e+00,2.233122046176578279e-01,1.978154615007113593e-01,3.497602658834664258e-01,8.316459168283139858e-02
2.249623519441818209e-01,0.000000000000000000e+00,1.317401518284281037e-01,2.485131983594687510e-01,2.805511163408170305e-01,1.142331815271042522e-01
2.084585821565808073e-01,1.933458771853644731e-01,1.015870528224403074e-01,1.811000563862724400e-01,3.155084314493420417e-01,0.000000000000000000e+00
2.212758809723109343e-01,0.000000000000000000e+00,1.118350777928057288e-01,2.253305219673868431e-01,3.298308877540764295e-01,1.117276315134199810e-01
2.397177919327398432e-01,0.000000000000000000e+00,4.768366404945405951e-02,2.249245532335203690e-01,2.602006100719443937e-01,2.274733807123414941e-01
1.387135619965119138e-01,5.211361182626026572e-02,2.628519225977908880e-01,2.630387841541400040e-01,2.832821194252969077e-01,0.000000000000000000e+00
